en_text,fa_text
"oh, don't have any cash. - nah, it's free.",اوه، پول نقد ندارم - نه، رایگان‌ه -
it's the oldest trick in the book.,قدیمی‌ترین حقه توی کتابه
"now! - hey, baby.",الان- عزیزم -
i was talking to you.,. داشتم با تو صحبت می‌کردم
"i mean, dude, i need some time to get some money.","رفیق,منظورم اینه که,من یه ذره. زمانی میخوام که پول به دستم برسه"
let's run it again.,بیاید یه دور دیگه بریم
hello.,سلام
"what, um-- what? you're-you're being what?","چی,اا …. چی؟ تو چی میشی؟"
i don't know. we'll have to see.,نمی‌دونم. باید ببینیم چی می‌شه
"all right, anger,",خیلی‌خب خشم
"oh, it's so obvious!",خیلی تابلویه
no. no.,. نه. نه
tyler! tyler! - kate! kate!,! تایلر! تایلر -! کیت! کیت -
"don't let go, don't let go, don't let go. - i got you!",ولم نکن، ولم نکن، ولم نکن -! گرفتمت -
unlike abraham lincoln.,برخلاف ابراهام لینکلن
"look, jason's been through enough in his life already.","ببینین,خیلی تا قبل ازاین. با مشکلات زیادی روبرو شده"
i read somewhere they did a study of children in jamaica...,من یه جا خوندم که یه تحقیقی روی بچه‌ها توی جاماییکا انجام دادن
"todd, can i have-- thank you.",…. تاد «میشه یه» مرسی
a cat.,گربه
i'm so sorry.,واقعا متاسفم
come on. we're gonna be late.,یالا، دیرمون می‌شه
"oh, no, no, no, no, no!",! اوه، نه، نه، نه، نه
move! -they're getting away!,دارن فرار می‌کنن
oh! fort pillowton's still here!,اوه! قلعه‌ی بالشی هنوز اینجاست
oh. got it.,اوه. درست شد
"she goes away for three days and all we get is, ""good""?",سه روز رفته بود اونجا، بعد حالا یه «خوب بود» خشک و خالی تحویل‌مون می‌ده؟
"no, no, no, listen.",نه، نه، نه گوش کن
"don't worry, we'll have plenty of time",نگران نباش، بعد از اردو
i'm not gonna hang out with those kids anymore. okay?,من دیگه با اون بچه‌ها بیرون نمیام باشه؟
gonna fire a couple flares straight up this thing's ass. will do.,قراره چندتا منور بفرستیم توی کونش - اره -
"okay, just stay here.",همینجا بدون
22!,! ۲۲
good.,خوبه
this is a huge deal! -our life is over!,خیلی هم ایراد داره - زندگی‌مون نابود شد -
"go, go, go, go, go! all right, go, go!",! برید، برید، برید، برید -! خیلی‌خب، برید، برید -
"hang on, guys. we're gonna find a closer spot.",صبر کنید بچه‌ها می‌خوایم یه موقعیت نزدیک‌تر پیدا کنیم
go for it. get around him.,برو از کنارش رد شو
wow! you have a lot of energy.,وای، چقدر پر انرژی هستی
the next stop is 42nd street.,ایستگاه بعدی، خیابان ۴۲ ام
"like, is all this living really worth dying for?",مثلا این همه زندگی کردن، ارزش مردن داره؟
it's safe. you're sheltered-- which you never will be again.,امنه …تو در امانی که تو دیگه در این وضع نخواهی بود
so you haven't worked together before?,پس قبلا باهم کار نکردین؟
hog the puck?,پاس‌کاری نکن؟
how?,چطور؟
what a big day!,عجب روز بزرگی
"oh, i'm not gonna bother you, ms. carter.",اوه، نمی‌خوام اذیت‌تون کنم خانم کارتر
"nah, nah, nah, nah, nah. this can't be right.",نه، نه، نه، نه، نه امکان نداره
that was... probably unfortunate.,این احتمالا مایه‌ی تاسفه
"so, the adoption is finally official.",بالاخره فرزندخواندگی رسمی شد
this is my only chance to find my spark.,این تنها شانسم برای پیدا کردن جرقه.
so where did you stick it out?,کجا پناه گرفتید؟
you really loved him?,واقعا عاشقش بودی؟
i'm in the chair.,من رییسم
"all right, stay down.",خیلی‌خب، پایین بام
but louis is dead.,ولی لوییس مرده
"denton died, what, 21 months ago?",دنتون ۲۱ ماه پیش مرد؟
hey! focus! listen to me.,هی، تمرکز کن بهم گوش کن
really? nothing?,واقعا؟ هیچی؟
you know? getting the jobs lined up.,میدونی؟. انتظار برای گرفتن کار
"oh, this is, uh... this is my uncle marshall.",اوه، ایشون …ایشون عمو مارشال من هستن
then do it. they'll think you're awesome.,. خب، انجامش بده اونا هم‌فکر میکنن که تو خیلی باحال
joy.,شادی
uh... no.,اه …نه
how did it become an ef5?,چطور یهو شد فوجیتای پنج؟
i miss the jar!,دلم واسه شیشه تنگ شده
"hi, kate. i'm tyler.",سلام کیت من تایلر هستم
is that why you shot him?,برای همین بخش شلیک کردی؟
i'm gonna yak first.,من اول باید بالا بیارم
can we have one more minute to go back and try breakdancer?,میشه یه دقیقه وقت بدید بریم داخل و امتحانش کنیم؟
they choreograph their own dances.,رقص‌هاشون رو خودشون طراحی می‌کنن
you don't get many like tonight.,اتفاق امشب تکرار نمیشه
"javi, why don't you stay and help us?",توی، چطوره بمونی و بهمون کمک کنی؟
varsity caliber training program.,دنبال کردیم
"uh, does anybody need anything?",کسی چیزی لازم نداره؟
teen mom.,مامان نوجوان
what if it's just a dense wave of hail?,اگه فقط یه موج متراکم از تگرگ باشه چی؟
"everything that happened,",هر اتفاقی که افتاده رو
nope.,نه
someone paid attention in class.,یکی توی کلاس، حواسش جمع بوده
chase it!,! تعقیبش کن
tell you later.,بعدا بهت می‌گم
"joy... -ooh, deep dish.",…شادی - اوه، پیتزای دیپ دیش -
"well, what if i help you turn it into an earth pass?",خب، اگه من کمکت کنم تبدیلش کنی به یه مجوز رفتن به زمین چی؟
all right. - okay.,خیلی‌خب - باشه -
and maybe sky-watching can be my spark.,و شاید جرقه من نگاه کردن به اسمان باشه
"then later, we'd all sneak into the room",بعدش ما دزدکی وارد اتاق می‌شدیم
you cheated.,تو خیانت کردی
i won a journalism prize for my story.,من یه جایزه خبرنگاری بردم. برای داستانم
"we're under renovations, i told you.",داریم تعمیرات می‌کنیم بهت که گفتم
please clear the area till 5:00 a.m.,تا ساعت ۵ صبح، این محدوده رو تخلیه کنید
no more doing drugs. we are gonna move forward...,. دیگه مواد مصرف نمی‌کنی
it's original. i just found it. bullshit.,این اصله من پاداش کردم چرا نگو
"currently, the polymer is only absorbing the existing raindrops,",الان پلیمر فقط قطرات بارون موجود توی گردباد رو جذب می‌کنه
"hey, don't talk like that.",هی، این حرف‌ها رو نزن
who else? come on!,دیگه کی هست؟ یالا
riley's life is more complex now.,زندگی رایلی دیگه خیلی پیچیده شده
"nature. it's ""pra-served.""",.. طبیعت بزرگ‌شده
i did too.,. منم همینطور بودم
and you'll make a whole lot more in the future.,و در اینده هم اشتباهات بیش‌تری می‌کنی
i find it's the winos who get the duis.,شراب خورها در حین رانندگی دستگیر میشن
22! 22!,! ۲۲! ۲۲
"""we're making a big mistake.""",«دارید اشتباه بزرگی می‌کنید
everybody does.,همه میدونن
that's why i went into business with riggs.,برای همینه که با ریگز همکاری کردم
we've established that.,در مورد این حرف زدیم
counselor.,مشاور
get me in front of it.,من رو ببر جلوش
"hey, do you still smoke? i'm not supposed to.",هی، هنوزم سیگار می‌کشی؟ - فکر نکنم
lock it!,! قفلش کن
"clean yourself up, put on a killer suit,",خودت رو‌تر و تمیز کن یه لباس خوب بپوش
you sure? [ todd ] you cannot be a lifeguard.,…میدونی حداقل دستمزد ۸ ٫ ۲۵ دارد ه …خب این دیگه دقیقا مطمینی؟ - تو نمیتونی یه غریق نجات بشی- قرار نیست تو شغل دبیرستان ت رو انجام بدی تو مدرک دانشگاهی داری، ۳۰ سالانه
what did we just say?,همین الان چی گفتم؟
sully went all-in against this puerto rican,سالی با یه پورتوریکویی که باهاش بودم
i'll just disappear.,غیب میشم
come here. - come to mommy.,بیاید اینجا - بیا پیش مامان -
"shower, and we can come back out here.",به دوش می‌گیرم و بعدش می‌تونیم بیایم همین بیرون
the fuck are you doing?,خودت چه غلطی می‌کنی؟
i helped him bleed out.,کمک کردم خونریزی کنه
what? - you're in my body!,چی؟ -! توی بدن منی -
"well, it worked.",خب، جواب داد
shh. quiet coyote.,شش گرگ صحرایی اروم
[ todd ] look at us. - that's true. john.,به خودمون نگاه بنداز- درسته … «جان»؟ -
ben? oh.,بن؟ اوه
